NONCODE-ID	RNA-Length	UNIPROT-ID	Protein-Lenght	Organisms
n378353	998	Q49AS9	163	Homo sapiens
n378366	1698	O00425	171	Homo sapiens
n378366	1698	P31483	268	Homo sapiens
n378366	1698	Q9NZI8	213	Homo sapiens
n378366	1698	Q9Y6M1	135	Homo sapiens
n378377	2228	Q15717	789	Homo sapiens
n378384	881	Q49AS9	163	Homo sapiens
n378390	535	O00425	171	Homo sapiens
n378390	535	Q07955	875	Homo sapiens
n378414	1262	Q15717	789	Homo sapiens
n378414	1262	Q96PU8	287	Homo sapiens
n378431	1117	Q15717	789	Homo sapiens
n378478	3268	P35637	339	Homo sapiens
n378490	2929	Q96PU8	287	Homo sapiens
n378503	918	O00425	171	Homo sapiens
n378503	918	P35637	339	Homo sapiens
n378503	918	Q15717	789	Homo sapiens
n378503	918	Q49AS9	163	Homo sapiens
n378503	918	Q9Y6M1	135	Homo sapiens
n378507	2244	Q07955	875	Homo sapiens
n378509	866	Q9H9G7	390	Homo sapiens
n378509	866	Q9HCK5	1686	Homo sapiens
n378509	866	Q9UKV8	478	Homo sapiens
n378509	866	Q9UL18	854	Homo sapiens
n378515	2548	Q13148	1086	Homo sapiens
n378517	1403	Q15717	789	Homo sapiens
n378520	662	P35637	339	Homo sapiens
n378520	662	Q13148	1086	Homo sapiens
n378520	662	Q15717	789	Homo sapiens
n378520	662	Q49AS9	163	Homo sapiens
n378555	1106	Q07955	875	Homo sapiens
n378555	1106	Q15717	789	Homo sapiens
n378567	2090	O00425	171	Homo sapiens
n378567	2090	P35637	339	Homo sapiens
n378567	2090	Q13148	1086	Homo sapiens
n378567	2090	Q15717	789	Homo sapiens
n378567	2090	Q49AS9	163	Homo sapiens
n378567	2090	Q86X94	1540	Homo sapiens
n378567	2090	Q9NZI8	213	Homo sapiens
n378567	2090	Q9Y6M1	135	Homo sapiens
n378572	2333	O00425	171	Homo sapiens
n378572	2333	Q01844	217	Homo sapiens
n378603	2323	Q15717	789	Homo sapiens
n378619	2547	Q13148	1086	Homo sapiens
n378631	307	Q07955	875	Homo sapiens
n378699	786	Q15717	789	Homo sapiens
n378714	1329	O00425	171	Homo sapiens
n378714	1329	Q49AS9	163	Homo sapiens
n378714	1329	Q9Y6M1	135	Homo sapiens
n378721	1747	Q07955	875	Homo sapiens
n378726	798	P31483	268	Homo sapiens
n378726	798	Q07955	875	Homo sapiens
n378726	798	Q13148	1086	Homo sapiens
n378726	798	Q15717	789	Homo sapiens
n378726	798	Q49AS9	163	Homo sapiens
n378741	2221	P31483	268	Homo sapiens
n378749	1029	Q07955	875	Homo sapiens
n378782	902	Q15717	789	Homo sapiens
n378782	902	Q49AS9	163	Homo sapiens
n378795	1472	Q15717	789	Homo sapiens
n378803	2804	Q15717	789	Homo sapiens
n378840	2233	P26599	471	Homo sapiens
n378843	1944	Q9H9G7	390	Homo sapiens
n378843	1944	Q9HCK5	1686	Homo sapiens
n378843	1944	Q9UKV8	478	Homo sapiens
n378843	1944	Q9UL18	854	Homo sapiens
n378866	2743	O00425	171	Homo sapiens
n378866	2743	P26599	471	Homo sapiens
n378866	2743	P35637	339	Homo sapiens
n378866	2743	Q01844	217	Homo sapiens
n378866	2743	Q07955	875	Homo sapiens
n378866	2743	Q15717	789	Homo sapiens
n378866	2743	Q86X94	1540	Homo sapiens
n378866	2743	Q9NZI8	213	Homo sapiens
n378866	2743	Q9Y6M1	135	Homo sapiens
n378880	2117	P35637	339	Homo sapiens
n378914	3505	P26599	471	Homo sapiens
n378914	3505	Q15717	789	Homo sapiens
n378945	903	Q15717	789	Homo sapiens
n379023	1822	Q15717	789	Homo sapiens
n379043	2295	Q07955	875	Homo sapiens
n379095	884	Q15717	789	Homo sapiens
n379098	3475	Q13148	1086	Homo sapiens
n379107	773	O00425	171	Homo sapiens
n379107	773	P26599	471	Homo sapiens
n379107	773	P31483	268	Homo sapiens
n379107	773	Q13148	1086	Homo sapiens
n379107	773	Q49AS9	163	Homo sapiens
n379107	773	Q86X94	1540	Homo sapiens
n379107	773	Q8NDV7	1227	Homo sapiens
n379107	773	Q96PU8	287	Homo sapiens
n379107	773	Q9HCJ0	999	Homo sapiens
n379107	773	Q9NZI8	213	Homo sapiens
n379107	773	Q9UPQ9	853	Homo sapiens
n379107	773	Q9Y6M1	135	Homo sapiens
n379110	2974	O00425	171	Homo sapiens
n379110	2974	P35637	339	Homo sapiens
n379110	2974	Q07955	875	Homo sapiens
n379110	2974	Q86X94	1540	Homo sapiens
n379114	1629	Q01844	217	Homo sapiens
n379114	1629	Q07955	875	Homo sapiens
n379114	1629	Q13148	1086	Homo sapiens
n379114	1629	Q15717	789	Homo sapiens
n379114	1629	Q49AS9	163	Homo sapiens
n379122	2556	O00425	171	Homo sapiens
n379122	2556	Q15717	789	Homo sapiens
n379122	2556	Q9NZI8	213	Homo sapiens
n379129	1163	Q13148	1086	Homo sapiens
n379131	963	Q15717	789	Homo sapiens
n379132	719	P26599	471	Homo sapiens
n379132	719	Q07955	875	Homo sapiens
n379149	3059	Q13148	1086	Homo sapiens
n379160	875	Q07955	875	Homo sapiens
n379166	1177	O00425	171	Homo sapiens
n379167	794	O00425	171	Homo sapiens
n379167	794	Q86X94	1540	Homo sapiens
n379167	794	Q9H9G7	390	Homo sapiens
n379167	794	Q9HCK5	1686	Homo sapiens
n379167	794	Q9NZI8	213	Homo sapiens
n379167	794	Q9UKV8	478	Homo sapiens
n379167	794	Q9UL18	854	Homo sapiens
n379167	794	Q9Y6M1	135	Homo sapiens
n379177	722	Q49AS9	163	Homo sapiens
n379212	968	P31483	268	Homo sapiens
n379212	968	Q49AS9	163	Homo sapiens
n379212	968	Q8NDV7	1227	Homo sapiens
n379212	968	Q9HCJ0	999	Homo sapiens
n379212	968	Q9UPQ9	853	Homo sapiens
n379244	670	P35637	339	Homo sapiens
n379281	829	O00425	171	Homo sapiens
n379281	829	P35637	339	Homo sapiens
n379288	409	Q49AS9	163	Homo sapiens
n379293	1662	P31483	268	Homo sapiens
n379293	1662	Q49AS9	163	Homo sapiens
n379300	2856	O43251	517	Homo sapiens
n379304	1445	P35637	339	Homo sapiens
n379304	1445	Q15717	789	Homo sapiens
n379310	2292	P35637	339	Homo sapiens
n379327	1333	P31483	268	Homo sapiens
n379336	2211	Q13148	1086	Homo sapiens
n379340	3143	O00425	171	Homo sapiens
n379340	3143	P31483	268	Homo sapiens
n379340	3143	Q15717	789	Homo sapiens
n379340	3143	Q9NZI8	213	Homo sapiens
n379340	3143	Q9Y6M1	135	Homo sapiens
n379342	1296	O00425	171	Homo sapiens
n379342	1296	Q15717	789	Homo sapiens
n379342	1296	Q9UKV8	478	Homo sapiens
n379350	1380	O00425	171	Homo sapiens
n379360	2499	Q96PU8	287	Homo sapiens
n379378	2289	P26599	471	Homo sapiens
n379395	2335	Q13148	1086	Homo sapiens
n379406	1611	O43251	517	Homo sapiens
n379406	1611	P31483	268	Homo sapiens
n379406	1611	Q15717	789	Homo sapiens
n379406	1611	Q49AS9	163	Homo sapiens
n379406	1611	Q86X94	1540	Homo sapiens
n379406	1611	Q9NZI8	213	Homo sapiens
n379406	1611	Q9Y6M1	135	Homo sapiens
n379426	698	Q07955	875	Homo sapiens
n379436	3959	Q07955	875	Homo sapiens
n379442	1940	O00425	171	Homo sapiens
n379442	1940	P35637	339	Homo sapiens
n379442	1940	Q15717	789	Homo sapiens
n379442	1940	Q9NZI8	213	Homo sapiens
n379442	1940	Q9Y6M1	135	Homo sapiens
n379459	1323	Q15717	789	Homo sapiens
n379459	1323	Q9UKV8	478	Homo sapiens
n379466	1848	B7ZL34	285	Homo sapiens
n379466	1848	O00425	171	Homo sapiens
n379466	1848	P35637	339	Homo sapiens
n379466	1848	Q15717	789	Homo sapiens
n379466	1848	Q9NZI8	213	Homo sapiens
n379466	1848	Q9UKV8	478	Homo sapiens
n379466	1848	Q9Y6M1	135	Homo sapiens
n379480	2239	Q15717	789	Homo sapiens
n379489	2830	O00425	171	Homo sapiens
n379562	2907	Q49AS9	163	Homo sapiens
n379566	1621	Q07955	875	Homo sapiens
n379574	2882	P26599	471	Homo sapiens
n379574	2882	Q49AS9	163	Homo sapiens
n379581	1287	O00425	171	Homo sapiens
n379581	1287	Q49AS9	163	Homo sapiens
n379581	1287	Q9NZI8	213	Homo sapiens
n379581	1287	Q9Y6M1	135	Homo sapiens
n379586	1601	Q07955	875	Homo sapiens
n379593	2977	O00425	171	Homo sapiens
n379593	2977	Q15717	789	Homo sapiens
n379593	2977	Q9NZI8	213	Homo sapiens
n379616	3188	Q9Y6M1	135	Homo sapiens
n379622	1559	Q13148	1086	Homo sapiens
n379622	1559	Q15717	789	Homo sapiens
n379622	1559	Q49AS9	163	Homo sapiens
n379630	2578	P35637	339	Homo sapiens
n379630	2578	Q49AS9	163	Homo sapiens
n379630	2578	Q86X94	1540	Homo sapiens
n379637	2242	Q9UKV8	478	Homo sapiens
n379676	1495	Q15717	789	Homo sapiens
n379676	1495	Q49AS9	163	Homo sapiens
n379691	2124	P35637	339	Homo sapiens
n379692	1417	Q15717	789	Homo sapiens
n379717	2868	O00425	171	Homo sapiens
n379717	2868	Q13148	1086	Homo sapiens
n379717	2868	Q15717	789	Homo sapiens
n379772	1920	Q49AS9	163	Homo sapiens
n379774	1218	P35637	339	Homo sapiens
n379781	2233	P35637	339	Homo sapiens
n379792	1930	P31483	268	Homo sapiens
n379821	922	O00425	171	Homo sapiens
n379834	488	Q15717	789	Homo sapiens
n379841	1369	O00425	171	Homo sapiens
n379841	1369	P35637	339	Homo sapiens
n379841	1369	Q07955	875	Homo sapiens
n379841	1369	Q15717	789	Homo sapiens
n379841	1369	Q9NZI8	213	Homo sapiens
n379841	1369	Q9UKV8	478	Homo sapiens
n379841	1369	Q9Y6M1	135	Homo sapiens
n379850	2206	Q07955	875	Homo sapiens
n379927	3108	P35637	339	Homo sapiens
n379927	3108	Q9Y6M1	135	Homo sapiens
n379972	2179	Q15717	789	Homo sapiens
n379972	2179	Q49AS9	163	Homo sapiens
n380027	531	P31483	268	Homo sapiens
n380027	531	Q49AS9	163	Homo sapiens
n380060	3942	Q13148	1086	Homo sapiens
n380064	2769	O00425	171	Homo sapiens
n380064	2769	Q9HCE1	856	Homo sapiens
n380100	3802	P35637	339	Homo sapiens
n380108	3987	P35637	339	Homo sapiens
n380148	2704	Q15717	789	Homo sapiens
n380151	553	Q49AS9	163	Homo sapiens
n380158	560	B7ZL34	285	Homo sapiens
n380158	560	O00425	171	Homo sapiens
n380158	560	P31483	268	Homo sapiens
n380158	560	Q13148	1086	Homo sapiens
n380158	560	Q49AS9	163	Homo sapiens
n380158	560	Q8NDV7	1227	Homo sapiens
n380158	560	Q9HCE1	856	Homo sapiens
n380158	560	Q9HCJ0	999	Homo sapiens
n380158	560	Q9UPQ9	853	Homo sapiens
n380158	560	Q9Y6M1	135	Homo sapiens
n380163	716	Q13148	1086	Homo sapiens
n380175	590	Q15717	789	Homo sapiens
n380177	1535	P26599	471	Homo sapiens
n380177	1535	P31483	268	Homo sapiens
n380177	1535	Q49AS9	163	Homo sapiens
n380184	569	Q15717	789	Homo sapiens
n380208	989	Q13148	1086	Homo sapiens
n380263	2301	Q07955	875	Homo sapiens
n380278	658	Q13148	1086	Homo sapiens
n380333	2191	Q15717	789	Homo sapiens
n380399	1796	Q15717	789	Homo sapiens
n380399	1796	Q9H9G7	390	Homo sapiens
n380399	1796	Q9HCK5	1686	Homo sapiens
n380399	1796	Q9UKV8	478	Homo sapiens
n380399	1796	Q9UL18	854	Homo sapiens
n380413	2815	Q9NZI8	213	Homo sapiens
n380415	2364	P26599	471	Homo sapiens
n380489	578	P31483	268	Homo sapiens
n380489	578	Q49AS9	163	Homo sapiens
n380489	578	Q9H9G7	390	Homo sapiens
n380489	578	Q9HCK5	1686	Homo sapiens
n380489	578	Q9UKV8	478	Homo sapiens
n380489	578	Q9UL18	854	Homo sapiens
n380490	409	Q15717	789	Homo sapiens
n380500	2381	P31483	268	Homo sapiens
n380543	2464	Q13148	1086	Homo sapiens
n380651	738	Q15717	789	Homo sapiens
n380659	392	Q13148	1086	Homo sapiens
n380693	646	P31483	268	Homo sapiens
n380693	646	P35637	339	Homo sapiens
n380693	646	Q01844	217	Homo sapiens
n380693	646	Q13148	1086	Homo sapiens
n380693	646	Q49AS9	163	Homo sapiens
n380693	646	Q96PU8	287	Homo sapiens
n380693	646	Q9NZI8	213	Homo sapiens
n380693	646	Q9UKV8	478	Homo sapiens
n380693	646	Q9Y6M1	135	Homo sapiens
n380707	610	P31483	268	Homo sapiens
n380707	610	Q49AS9	163	Homo sapiens
n380714	625	Q9UKV8	478	Homo sapiens
n380761	771	Q9UKV8	478	Homo sapiens
n380796	755	Q13148	1086	Homo sapiens
n380806	2482	P26599	471	Homo sapiens
n380806	2482	P31483	268	Homo sapiens
n380806	2482	Q49AS9	163	Homo sapiens
n380900	630	Q13148	1086	Homo sapiens
n380909	1068	P31483	268	Homo sapiens
n380977	656	Q13148	1086	Homo sapiens
n381022	1023	O00425	171	Homo sapiens
n381022	1023	P26599	471	Homo sapiens
n381022	1023	Q13148	1086	Homo sapiens
n381022	1023	Q15717	789	Homo sapiens
n381022	1023	Q8NDV7	1227	Homo sapiens
n381022	1023	Q9HCJ0	999	Homo sapiens
n381022	1023	Q9NZI8	213	Homo sapiens
n381022	1023	Q9UKV8	478	Homo sapiens
n381022	1023	Q9UPQ9	853	Homo sapiens
n381022	1023	Q9Y6M1	135	Homo sapiens
n381026	683	Q07955	875	Homo sapiens
n381037	335	Q07955	875	Homo sapiens
n381041	2248	O00425	171	Homo sapiens
n381041	2248	Q9Y6M1	135	Homo sapiens
n381057	2770	O00425	171	Homo sapiens
n381057	2770	P26599	471	Homo sapiens
n381057	2770	P31483	268	Homo sapiens
n381057	2770	P35637	339	Homo sapiens
n381057	2770	Q01844	217	Homo sapiens
n381057	2770	Q15717	789	Homo sapiens
n381057	2770	Q49AS9	163	Homo sapiens
n381057	2770	Q9HCE1	856	Homo sapiens
n381057	2770	Q9NZI8	213	Homo sapiens
n381057	2770	Q9Y6M1	135	Homo sapiens
n381071	1111	Q13148	1086	Homo sapiens
n381074	2326	Q13148	1086	Homo sapiens
n381076	2057	Q07955	875	Homo sapiens
n381078	1100	Q15717	789	Homo sapiens
n381078	1100	Q49AS9	163	Homo sapiens
n381078	1100	Q9UKV8	478	Homo sapiens
n381081	2041	Q8NDV7	1227	Homo sapiens
n381081	2041	Q9HCJ0	999	Homo sapiens
n381081	2041	Q9UPQ9	853	Homo sapiens
n381102	569	O43251	517	Homo sapiens
n381159	1700	O00425	171	Homo sapiens
n381159	1700	Q15717	789	Homo sapiens
n381159	1700	Q9UKV8	478	Homo sapiens
n381159	1700	Q9Y6M1	135	Homo sapiens
n381184	2481	O00425	171	Homo sapiens
n381184	2481	Q15717	789	Homo sapiens
n381184	2481	Q9NZI8	213	Homo sapiens
n381184	2481	Q9Y6M1	135	Homo sapiens
n381187	2559	Q15717	789	Homo sapiens
n381189	1324	Q07955	875	Homo sapiens
n381216	1888	Q13148	1086	Homo sapiens
n381216	1888	Q15717	789	Homo sapiens
n381222	709	Q07955	875	Homo sapiens
n381268	1204	Q07955	875	Homo sapiens
n381268	1204	Q49AS9	163	Homo sapiens
n381270	1546	Q07955	875	Homo sapiens
n381280	1917	O00425	171	Homo sapiens
n381280	1917	P26599	471	Homo sapiens
n381280	1917	P31483	268	Homo sapiens
n381280	1917	P35637	339	Homo sapiens
n381280	1917	Q01844	217	Homo sapiens
n381280	1917	Q13148	1086	Homo sapiens
n381280	1917	Q15717	789	Homo sapiens
n381280	1917	Q49AS9	163	Homo sapiens
n381280	1917	Q9HCE1	856	Homo sapiens
n381280	1917	Q9NZI8	213	Homo sapiens
n381280	1917	Q9Y6M1	135	Homo sapiens
n381323	2321	B7ZL34	285	Homo sapiens
n381323	2321	Q15717	789	Homo sapiens
n381344	1537	O00425	171	Homo sapiens
n381344	1537	P35637	339	Homo sapiens
n381344	1537	Q9NZI8	213	Homo sapiens
n381344	1537	Q9Y6M1	135	Homo sapiens
n381351	2331	O00425	171	Homo sapiens
n381351	2331	P31483	268	Homo sapiens
n381351	2331	P35637	339	Homo sapiens
n381351	2331	Q01844	217	Homo sapiens
n381351	2331	Q15717	789	Homo sapiens
n381351	2331	Q86X94	1540	Homo sapiens
n381351	2331	Q8NDV7	1227	Homo sapiens
n381351	2331	Q96PU8	287	Homo sapiens
n381351	2331	Q9H9G7	390	Homo sapiens
n381351	2331	Q9HCE1	856	Homo sapiens
n381351	2331	Q9HCJ0	999	Homo sapiens
n381351	2331	Q9HCK5	1686	Homo sapiens
n381351	2331	Q9NZI8	213	Homo sapiens
n381351	2331	Q9UKV8	478	Homo sapiens
n381351	2331	Q9UL18	854	Homo sapiens
n381351	2331	Q9UPQ9	853	Homo sapiens
n381351	2331	Q9Y6M1	135	Homo sapiens
n381353	2669	Q49AS9	163	Homo sapiens
n381364	1941	Q15717	789	Homo sapiens
n381375	3838	Q07955	875	Homo sapiens
n381381	2025	Q07955	875	Homo sapiens
n381409	3519	B7ZL34	285	Homo sapiens
n381409	3519	O00425	171	Homo sapiens
n381409	3519	P31483	268	Homo sapiens
n381409	3519	P35637	339	Homo sapiens
n381409	3519	Q01844	217	Homo sapiens
n381409	3519	Q15717	789	Homo sapiens
n381409	3519	Q49AS9	163	Homo sapiens
n381409	3519	Q86X94	1540	Homo sapiens
n381409	3519	Q8NDV7	1227	Homo sapiens
n381409	3519	Q9H9G7	390	Homo sapiens
n381409	3519	Q9HCE1	856	Homo sapiens
n381409	3519	Q9HCJ0	999	Homo sapiens
n381409	3519	Q9HCK5	1686	Homo sapiens
n381409	3519	Q9NZI8	213	Homo sapiens
n381409	3519	Q9UKV8	478	Homo sapiens
n381409	3519	Q9UL18	854	Homo sapiens
n381409	3519	Q9UPQ9	853	Homo sapiens
n381409	3519	Q9Y6M1	135	Homo sapiens
n381414	3620	P35637	339	Homo sapiens
n381414	3620	Q15717	789	Homo sapiens
n381414	3620	Q86X94	1540	Homo sapiens
n381417	2066	O00425	171	Homo sapiens
n381417	2066	Q15717	789	Homo sapiens
n381417	2066	Q49AS9	163	Homo sapiens
n381417	2066	Q9UKV8	478	Homo sapiens
n381419	1361	P35637	339	Homo sapiens
n381443	2513	O00425	171	Homo sapiens
n381443	2513	P26599	471	Homo sapiens
n381443	2513	P35637	339	Homo sapiens
n381443	2513	Q13148	1086	Homo sapiens
n381443	2513	Q9NZI8	213	Homo sapiens
n381443	2513	Q9Y6M1	135	Homo sapiens
n381464	2340	P26599	471	Homo sapiens
n381464	2340	Q13148	1086	Homo sapiens
n381464	2340	Q15717	789	Homo sapiens
n381468	1847	Q15717	789	Homo sapiens
n381471	2578	Q15717	789	Homo sapiens
n381509	2628	Q15717	789	Homo sapiens
n381521	1277	P35637	339	Homo sapiens
n381521	1277	Q15717	789	Homo sapiens
n381526	1770	P35637	339	Homo sapiens
n381559	2195	B7ZL34	285	Homo sapiens
n381559	2195	P35637	339	Homo sapiens
n381568	982	O00425	171	Homo sapiens
n381568	982	Q15717	789	Homo sapiens
n381568	982	Q49AS9	163	Homo sapiens
n381580	1431	Q07955	875	Homo sapiens
n381585	609	P31483	268	Homo sapiens
n381585	609	Q13148	1086	Homo sapiens
n381585	609	Q15717	789	Homo sapiens
n381585	609	Q49AS9	163	Homo sapiens
n381586	701	P31483	268	Homo sapiens
n381586	701	Q49AS9	163	Homo sapiens
n381616	3256	O00425	171	Homo sapiens
n381616	3256	Q15717	789	Homo sapiens
n381623	3304	O00425	171	Homo sapiens
n381623	3304	P26599	471	Homo sapiens
n381623	3304	P31483	268	Homo sapiens
n381623	3304	P35637	339	Homo sapiens
n381623	3304	Q01844	217	Homo sapiens
n381623	3304	Q13148	1086	Homo sapiens
n381623	3304	Q15717	789	Homo sapiens
n381623	3304	Q49AS9	163	Homo sapiens
n381623	3304	Q9HCE1	856	Homo sapiens
n381623	3304	Q9NZI8	213	Homo sapiens
n381623	3304	Q9UKV8	478	Homo sapiens
n381623	3304	Q9Y6M1	135	Homo sapiens
n381689	1285	Q07955	875	Homo sapiens
n381696	2790	Q13148	1086	Homo sapiens
n381720	3770	B7ZL34	285	Homo sapiens
n381720	3770	O00425	171	Homo sapiens
n381720	3770	P26599	471	Homo sapiens
n381720	3770	P31483	268	Homo sapiens
n381720	3770	Q13148	1086	Homo sapiens
n381720	3770	Q15717	789	Homo sapiens
n381720	3770	Q49AS9	163	Homo sapiens
n381727	1429	P26599	471	Homo sapiens
n381754	352	Q01844	217	Homo sapiens
n381754	352	Q13148	1086	Homo sapiens
n381754	352	Q49AS9	163	Homo sapiens
n381773	1930	O00425	171	Homo sapiens
n381773	1930	Q07955	875	Homo sapiens
n381773	1930	Q9H9G7	390	Homo sapiens
n381773	1930	Q9HCK5	1686	Homo sapiens
n381773	1930	Q9UKV8	478	Homo sapiens
n381773	1930	Q9UL18	854	Homo sapiens
n381776	245	Q07955	875	Homo sapiens
n381782	631	Q07955	875	Homo sapiens
n381786	2716	Q15717	789	Homo sapiens
n381789	2454	Q13148	1086	Homo sapiens
n381789	2454	Q49AS9	163	Homo sapiens
n381793	2363	O00425	171	Homo sapiens
n381793	2363	P26599	471	Homo sapiens
n381793	2363	Q9Y6M1	135	Homo sapiens
n381833	1282	Q07955	875	Homo sapiens
n381839	2007	Q15717	789	Homo sapiens
n381846	2740	B7ZL34	285	Homo sapiens
n381846	2740	O00425	171	Homo sapiens
n381846	2740	P26599	471	Homo sapiens
n381846	2740	P31483	268	Homo sapiens
n381846	2740	Q13148	1086	Homo sapiens
n381846	2740	Q15717	789	Homo sapiens
n381846	2740	Q49AS9	163	Homo sapiens
n381846	2740	Q9NZI8	213	Homo sapiens
n381846	2740	Q9Y6M1	135	Homo sapiens
n381878	1721	O00425	171	Homo sapiens
n381878	1721	Q07955	875	Homo sapiens
n381878	1721	Q13148	1086	Homo sapiens
n381878	1721	Q9H9G7	390	Homo sapiens
n381878	1721	Q9HCK5	1686	Homo sapiens
n381878	1721	Q9UKV8	478	Homo sapiens
n381878	1721	Q9UL18	854	Homo sapiens
n381878	1721	Q9Y6M1	135	Homo sapiens
n381885	2206	O00425	171	Homo sapiens
n381885	2206	Q9NZI8	213	Homo sapiens
n381885	2206	Q9Y6M1	135	Homo sapiens
n381899	1050	P31483	268	Homo sapiens
n381912	2116	O00425	171	Homo sapiens
n381912	2116	P35637	339	Homo sapiens
n381912	2116	Q01844	217	Homo sapiens
n381912	2116	Q15717	789	Homo sapiens
n381912	2116	Q9Y6M1	135	Homo sapiens
n381941	2054	P26599	471	Homo sapiens
n381942	693	O00425	171	Homo sapiens
n381942	693	Q07955	875	Homo sapiens
n381942	693	Q9NZI8	213	Homo sapiens
n381942	693	Q9Y6M1	135	Homo sapiens
n381945	441	Q07955	875	Homo sapiens
n381958	1547	Q13148	1086	Homo sapiens
n381981	1408	Q07955	875	Homo sapiens
n381981	1408	Q13148	1086	Homo sapiens
n381981	1408	Q15717	789	Homo sapiens
n381993	2712	P26599	471	Homo sapiens
n382000	367	Q07955	875	Homo sapiens
n382000	367	Q9H9G7	390	Homo sapiens
n382000	367	Q9HCK5	1686	Homo sapiens
n382000	367	Q9NZI8	213	Homo sapiens
n382000	367	Q9UKV8	478	Homo sapiens
n382000	367	Q9UL18	854	Homo sapiens
n382000	367	Q9Y6M1	135	Homo sapiens
n382009	1367	Q07955	875	Homo sapiens
n382015	1023	Q15717	789	Homo sapiens
n382037	229	P31483	268	Homo sapiens
n382037	229	P35637	339	Homo sapiens
n382037	229	Q01844	217	Homo sapiens
n382037	229	Q13148	1086	Homo sapiens
n382037	229	Q15717	789	Homo sapiens
n382037	229	Q49AS9	163	Homo sapiens
n382059	2420	Q07955	875	Homo sapiens
n382059	2420	Q49AS9	163	Homo sapiens
n382060	2751	P35637	339	Homo sapiens
n382060	2751	Q07955	875	Homo sapiens
n382060	2751	Q15717	789	Homo sapiens
n382061	3493	Q15717	789	Homo sapiens
n382064	2612	Q96PU8	287	Homo sapiens
n382077	2017	P35637	339	Homo sapiens
n382077	2017	Q13148	1086	Homo sapiens
n382083	2041	P35637	339	Homo sapiens
n382105	2141	Q13148	1086	Homo sapiens
n382143	2221	Q15717	789	Homo sapiens
n382148	964	Q15717	789	Homo sapiens
n382149	443	Q49AS9	163	Homo sapiens
n382181	3327	P26599	471	Homo sapiens
n382181	3327	Q13148	1086	Homo sapiens
n382181	3327	Q15717	789	Homo sapiens
n382181	3327	Q86X94	1540	Homo sapiens
n382184	3105	O00425	171	Homo sapiens
n382184	3105	P26599	471	Homo sapiens
n382184	3105	P31483	268	Homo sapiens
n382184	3105	P35637	339	Homo sapiens
n382184	3105	Q15717	789	Homo sapiens
n382184	3105	Q49AS9	163	Homo sapiens
n382184	3105	Q9Y6M1	135	Homo sapiens
n382207	1723	P35637	339	Homo sapiens
n382220	1957	P35637	339	Homo sapiens
n382220	1957	Q15717	789	Homo sapiens
n382220	1957	Q49AS9	163	Homo sapiens
n382224	1443	Q9NZI8	213	Homo sapiens
n382231	3412	O00425	171	Homo sapiens
n382231	3412	P26599	471	Homo sapiens
n382231	3412	P35637	339	Homo sapiens
n382231	3412	Q01844	217	Homo sapiens
n382231	3412	Q15717	789	Homo sapiens
n382231	3412	Q9H9G7	390	Homo sapiens
n382231	3412	Q9HCE1	856	Homo sapiens
n382231	3412	Q9HCK5	1686	Homo sapiens
n382231	3412	Q9NZI8	213	Homo sapiens
n382231	3412	Q9UKV8	478	Homo sapiens
n382231	3412	Q9UL18	854	Homo sapiens
n382231	3412	Q9Y6M1	135	Homo sapiens
n382233	2963	Q13148	1086	Homo sapiens
n382276	2194	Q13148	1086	Homo sapiens
n382276	2194	Q15717	789	Homo sapiens
n382276	2194	Q9Y6M1	135	Homo sapiens
n382286	2012	Q9H9G7	390	Homo sapiens
n382286	2012	Q9HCK5	1686	Homo sapiens
n382286	2012	Q9NZI8	213	Homo sapiens
n382286	2012	Q9UKV8	478	Homo sapiens
n382286	2012	Q9UL18	854	Homo sapiens
n3822	3243	P0A6M8	420	Escherichia coli
n3822	3243	P0AGD7	553	Escherichia coli
n3822	3243	P10121	390	Escherichia coli
n382312	1445	Q01844	217	Homo sapiens
n382312	1445	Q15717	789	Homo sapiens
n382317	3358	Q49AS9	163	Homo sapiens
n382328	1795	Q13148	1086	Homo sapiens
n382328	1795	Q15717	789	Homo sapiens
n382328	1795	Q49AS9	163	Homo sapiens
n382330	3373	O43251	517	Homo sapiens
n382330	3373	P26599	471	Homo sapiens
n382330	3373	Q13148	1086	Homo sapiens
n382428	478	Q07955	875	Homo sapiens
n382440	1144	Q9Y6M1	135	Homo sapiens
n382464	1720	Q49AS9	163	Homo sapiens
n382474	1082	Q07955	875	Homo sapiens
n382487	1279	P26599	471	Homo sapiens
n382487	1279	Q07955	875	Homo sapiens
n382490	1821	P26599	471	Homo sapiens
n382495	736	Q07955	875	Homo sapiens
n382495	736	Q15717	789	Homo sapiens
n382497	1689	P31483	268	Homo sapiens
n382502	2234	B7ZL34	285	Homo sapiens
n382502	2234	O00425	171	Homo sapiens
n382502	2234	P31483	268	Homo sapiens
n382502	2234	P35637	339	Homo sapiens
n382502	2234	Q15717	789	Homo sapiens
n382502	2234	Q49AS9	163	Homo sapiens
n382502	2234	Q9NZI8	213	Homo sapiens
